Order_ID,Store,Category,Sub_Category,City,Region,Season,Units_Sold,Unit_Price,Cost_Price,Marketing_Spend,Discount_Pct,Is_Holiday,Store_Size_sqft,Staff_Count,Customer_Rating,Revenue,Profit,Profit_Margin,Revenue_K
ORD-00366,Store_Delta,Sports,Football,Chennai,South,Winter,49,1067.49,475.93,5760.27,5,1,3500,5,3.6,59847.75,36527.18,61.03,59.85
ORD-00367,Store_Alpha,Grocery,Fresh,Mumbai,West,Monsoon,52,2477.88,541.32,2009.47,10,0,1000,19,3.4,120430.66,92282.02,76.63,120.43
ORD-00368,Store_Delta,Home & Garden,Tools,Kolkata,East,Monsoon,44,1836.2,441.1,3470.2,25,0,8000,24,4.2,51623.68,32215.28,62.4,51.62
ORD-00369,Store_Gamma,Electronics,Cameras,Kolkata,East,Monsoon,42,1328.52,729.54,3035.43,10,0,8000,26,3.4,38794.82,8154.14,21.02,38.79
ORD-00370,Store_Delta,Home & Garden,Decor,Chennai,South,Monsoon,33,1532.33,1430.09,4256.44,15,0,2000,38,3.3,50149.13,2956.16,5.89,50.15
ORD-00371,Store_Gamma,Sports,Cricket,Hyderabad,South,Monsoon,54,1809.52,1204.05,3243.6,10,0,3500,37,4.9,94203.01,29184.31,30.98,94.2
ORD-00372,Store_Beta,Sports,Outdoor,Pune,West,Summer,49,1605.37,198.18,2128.26,15,0,1000,13,4.4,80148.04,70437.22,87.88,80.15
ORD-00373,Store_Alpha,Electronics,Tablets,Bangalore,South,Summer,40,1015.07,1281.65,1601.94,25,0,2000,7,2.7,36051.38,-15214.62,-42.2,36.05
ORD-00374,Store_Delta,Grocery,Packaged,Ahmedabad,West,Summer,51,692.65,1073.12,3732.59,15,0,3500,6,3.3,34426.78,-20302.34,-58.97,34.43
ORD-00375,Store_Gamma,Clothing,Men,Hyderabad,South,Winter,58,1124.84,992.56,1699.44,30,0,5000,8,3.9,40620.86,-16947.62,-41.72,40.62
ORD-00376,Store_Epsilon,Electronics,Cameras,Ahmedabad,West,Festive,46,1802.55,526.3,4420.49,30,0,5000,20,4.0,76664.94,52455.14,68.42,76.66
ORD-00377,Store_Alpha,Clothing,Women,Delhi,North,Monsoon,59,1037.77,556.04,3663.83,20,0,2000,37,2.9,61909.3,29102.94,47.01,61.91
ORD-00378,Store_Beta,Toys,Puzzles,Kolkata,East,Winter,49,537.19,854.83,3104.05,5,1,1000,13,4.5,25943.18,-15943.49,-61.46,25.94
ORD-00379,Store_Gamma,Clothing,Accessories,Chennai,South,Monsoon,39,165.93,578.73,1425.29,25,0,3500,44,4.3,7295.1,-15275.37,-209.39,7.3
ORD-00380,Store_Beta,Grocery,Beverages,Chennai,South,Summer,61,1127.38,1325.05,3810.39,15,0,5000,42,4.1,65322.66,-15505.39,-23.74,65.32
ORD-00381,Store_Beta,Toys,Puzzles,Ahmedabad,West,Winter,54,584.61,561.62,4940.12,0,0,5000,22,4.6,36213.89,5886.41,16.25,36.21
ORD-00382,Store_Delta,Clothing,Women,Pune,West,Summer,31,938.09,30.0,2489.89,25,0,1000,20,4.1,31720.23,30790.23,97.07,31.72
ORD-00383,Store_Delta,Toys,Action,Ahmedabad,West,Monsoon,31,2073.74,279.42,2109.71,0,0,2000,12,4.1,74104.37,65442.35,88.31,74.1
ORD-00384,Store_Gamma,Clothing,Men,Delhi,North,Monsoon,35,1167.69,304.81,2889.57,5,0,8000,27,4.7,41636.16,30967.81,74.38,41.64
ORD-00385,Store_Epsilon,Grocery,Packaged,Pune,West,Festive,34,749.72,694.66,3560.33,15,0,3500,40,4.5,24760.45,1142.01,4.61,24.76
ORD-00386,Store_Gamma,Clothing,Accessories,Delhi,North,Monsoon,52,1385.25,886.43,2362.54,25,0,5000,7,3.3,69560.23,23465.87,33.73,69.56
ORD-00387,Store_Epsilon,Clothing,Accessories,Bangalore,South,Summer,55,2352.57,821.52,4079.04,25,0,8000,19,4.2,110624.78,65441.18,59.16,110.62
ORD-00388,Store_Beta,Clothing,Accessories,Kolkata,East,Monsoon,39,1127.58,984.36,5292.86,5,0,1000,42,3.4,50295.01,11904.97,23.67,50.3
ORD-00389,Store_Alpha,Electronics,Cameras,Chennai,South,Festive,42,50.0,699.09,3396.3,20,1,2000,37,4.1,0.0,-29361.78,-2936178.0,0.0
ORD-00390,Store_Gamma,Electronics,Laptops,Chennai,South,Festive,51,1590.05,713.24,2610.02,0,0,3500,22,4.1,87759.58,51384.34,58.55,87.76
ORD-00391,Store_Gamma,Electronics,Cameras,Bangalore,South,Summer,49,1407.86,1500.74,3528.0,25,0,1000,27,3.0,62615.52,-10920.74,-17.44,62.62
ORD-00392,Store_Epsilon,Grocery,Dairy,Mumbai,West,Winter,50,1254.07,1282.14,4412.76,10,0,2000,47,3.7,41016.12,-23090.88,-56.3,41.02
ORD-00393,Store_Beta,Toys,Board Games,Kolkata,East,Monsoon,37,1068.49,963.32,3191.56,0,0,1000,7,4.0,46336.43,10693.59,23.08,46.34
ORD-00394,Store_Beta,Sports,Fitness,Pune,West,Festive,38,715.64,1166.67,3582.11,15,1,5000,34,3.5,30933.59,-13399.87,-43.32,30.93
ORD-00395,Store_Epsilon,Clothing,Accessories,Bangalore,South,Monsoon,53,2108.98,30.0,3845.72,5,1,5000,49,4.0,136735.67,135145.67,98.84,136.74
ORD-00396,Store_Beta,Clothing,Women,Pune,West,Monsoon,49,97.01,470.98,1949.46,0,0,8000,21,4.3,418.63,-22659.39,-5412.75,0.42
ORD-00397,Store_Delta,Grocery,Fresh,Ahmedabad,West,Winter,54,1014.62,627.12,3550.95,10,0,1000,36,3.8,53451.44,19586.96,36.64,53.45
ORD-00398,Store_Alpha,Clothing,Women,Hyderabad,South,Festive,44,1000.6,475.69,1389.66,30,0,5000,11,3.9,44038.9,23108.54,52.47,44.04
ORD-00399,Store_Gamma,Electronics,Laptops,Chennai,South,Monsoon,48,1712.07,181.71,2209.88,10,1,2000,43,4.6,92195.41,83473.33,90.54,92.2
ORD-00400,Store_Alpha,Sports,Fitness,Pune,West,Festive,36,1941.4,968.22,4374.79,5,0,8000,18,4.1,80682.65,45826.73,56.8,80.68
ORD-00401,Store_Gamma,Home & Garden,Decor,Delhi,North,Summer,47,1063.96,1354.3,4045.24,5,0,3500,19,3.9,47123.02,-16529.08,-35.08,47.12
ORD-00402,Store_Delta,Clothing,Women,Pune,West,Summer,36,1315.78,794.88,2675.78,30,0,1000,48,3.2,43241.38,14625.7,33.82,43.24
ORD-00403,Store_Beta,Electronics,Cameras,Hyderabad,South,Monsoon,46,1366.79,1059.27,5046.95,0,0,5000,16,4.2,70456.01,21729.59,30.84,70.46
ORD-00404,Store_Epsilon,Home & Garden,Tools,Kolkata,East,Festive,49,1832.0,782.99,1427.77,15,0,2000,12,4.0,81260.65,42894.14,52.79,81.26
ORD-00405,Store_Delta,Sports,Outdoor,Chennai,South,Monsoon,41,1819.64,623.34,2753.89,20,0,1000,20,4.6,63872.25,38315.31,59.99,63.87
ORD-00406,Store_Alpha,Home & Garden,Decor,Ahmedabad,West,Festive,37,876.95,1167.68,3330.13,10,0,2000,45,3.8,39330.63,-3873.53,-9.85,39.33
ORD-00407,Store_Epsilon,Electronics,Laptops,Bangalore,South,Festive,40,1462.74,228.72,0.0,5,0,8000,38,2.7,35043.44,25894.64,73.89,35.04
ORD-00408,Store_Beta,Toys,Board Games,Ahmedabad,West,Winter,39,1429.95,54.64,2810.8,20,1,5000,28,2.8,48625.65,46494.69,95.62,48.63
ORD-00409,Store_Delta,Toys,Puzzles,Hyderabad,South,Winter,52,1130.45,223.08,1650.6,20,1,5000,33,4.2,64595.94,52995.78,82.04,64.6
ORD-00410,Store_Epsilon,Home & Garden,Furniture,Chennai,South,Winter,50,1424.27,1141.44,1677.92,20,1,8000,20,3.5,57382.07,310.07,0.54,57.38
ORD-00411,Store_Delta,Grocery,Beverages,Pune,West,Monsoon,60,1212.11,834.88,2673.32,15,0,2000,9,4.1,61582.95,11490.15,18.66,61.58
ORD-00412,Store_Delta,Home & Garden,Plants,Kolkata,East,Winter,45,1294.73,950.62,809.21,5,1,1000,9,3.9,69966.22,27188.32,38.86,69.97
ORD-00413,Store_Beta,Clothing,Kids,Mumbai,West,Winter,45,386.4,1470.77,2030.45,10,0,2000,34,3.7,12069.75,-54114.9,-448.35,12.07
ORD-00414,Store_Gamma,Clothing,Kids,Kolkata,East,Summer,51,649.22,334.66,837.26,5,0,1000,9,3.7,27178.11,10110.45,37.2,27.18
ORD-00415,Store_Epsilon,Toys,Board Games,Mumbai,West,Festive,43,1690.65,1281.67,3148.54,0,0,8000,47,3.3,79593.42,24481.61,30.76,79.59
ORD-00416,Store_Beta,Grocery,Fresh,Delhi,North,Festive,43,473.65,641.47,3125.22,10,0,3500,17,3.8,31092.44,3509.23,11.29,31.09
ORD-00417,Store_Delta,Electronics,Cameras,Kolkata,East,Winter,52,1482.07,580.66,2581.74,5,0,1000,39,3.4,69419.27,39224.95,56.5,69.42
ORD-00418,Store_Beta,Clothing,Kids,Chennai,South,Festive,41,1151.14,832.49,4195.73,10,1,5000,29,3.6,54789.46,20657.37,37.7,54.79
ORD-00419,Store_Gamma,Toys,Action,Mumbai,West,Summer,49,1818.39,895.09,2644.6,0,0,5000,18,3.6,87217.92,43358.51,49.71,87.22
ORD-00420,Store_Epsilon,Sports,Cricket,Bangalore,South,Summer,32,1589.28,715.78,2972.3,25,0,5000,48,3.7,23230.13,325.17,1.4,23.23
ORD-00421,Store_Gamma,Toys,Action,Chennai,South,Winter,39,928.03,1044.13,1912.8,10,0,2000,30,4.4,36576.75,-4144.32,-11.33,36.58
ORD-00422,Store_Alpha,Clothing,Women,Bangalore,South,Summer,54,1066.05,834.1,236.07,25,0,2000,22,3.7,51006.87,5965.47,11.7,51.01
ORD-00423,Store_Epsilon,Clothing,Kids,Kolkata,East,Festive,49,50.0,720.27,2825.59,20,0,2000,24,4.4,14331.53,-20961.7,-146.26,14.33
ORD-00424,Store_Gamma,Toys,Puzzles,Bangalore,South,Monsoon,50,1121.76,633.49,2668.86,30,0,5000,38,4.7,36298.76,4624.26,12.74,36.3
ORD-00425,Store_Delta,Electronics,Cameras,Mumbai,West,Festive,54,437.91,895.34,5051.89,15,1,1000,11,4.3,22689.34,-25659.02,-113.09,22.69
ORD-00426,Store_Epsilon,Home & Garden,Tools,Chennai,South,Monsoon,44,1068.78,257.34,3800.94,0,0,5000,14,4.1,52900.57,41577.61,78.6,52.9
ORD-00427,Store_Epsilon,Clothing,Kids,Pune,West,Winter,49,817.25,370.21,2504.25,10,0,1000,19,4.0,46431.29,28291.0,60.93,46.43
ORD-00428,Store_Beta,Toys,Educational,Hyderabad,South,Monsoon,40,674.02,653.02,3170.0,0,0,2000,21,4.3,32954.6,6833.8,20.74,32.95
ORD-00429,Store_Delta,Toys,Puzzles,Mumbai,West,Summer,34,1912.63,1017.95,4088.42,20,1,3500,15,3.9,73476.49,38866.19,52.9,73.48
ORD-00430,Store_Alpha,Grocery,Packaged,Mumbai,West,Festive,38,434.27,1657.14,3620.11,25,1,2000,38,4.4,30035.68,-32935.64,-109.66,30.04
ORD-00431,Store_Gamma,Home & Garden,Decor,Pune,West,Monsoon,51,622.16,736.27,5002.69,15,0,8000,31,4.2,28561.58,-8988.19,-31.47,28.56
ORD-00432,Store_Beta,Sports,Outdoor,Chennai,South,Festive,38,781.07,90.31,2052.72,0,0,1000,25,3.6,30999.98,27568.2,88.93,31.0
ORD-00433,Store_Gamma,Electronics,Laptops,Chennai,South,Winter,44,911.33,483.9,4170.04,25,0,3500,35,4.3,49405.79,28114.19,56.9,49.41
ORD-00434,Store_Alpha,Sports,Fitness,Ahmedabad,West,Winter,53,673.93,1063.56,2492.55,20,1,2000,8,3.9,37882.63,-18486.05,-48.8,37.88
ORD-00435,Store_Alpha,Home & Garden,Plants,Kolkata,East,Summer,53,984.51,411.89,3232.34,20,1,3500,45,3.7,46888.84,25058.67,53.44,46.89
ORD-00436,Store_Epsilon,Home & Garden,Furniture,Bangalore,South,Winter,35,1381.29,277.7,2330.79,20,0,5000,21,3.5,36817.46,27097.96,73.6,36.82
ORD-00437,Store_Alpha,Home & Garden,Tools,Kolkata,East,Monsoon,46,1601.92,1061.47,2829.59,30,0,1000,24,3.9,48320.77,-506.85,-1.05,48.32
ORD-00438,Store_Gamma,Sports,Fitness,Pune,West,Winter,43,1572.78,985.95,3253.87,25,1,8000,29,4.4,71140.8,28744.95,40.41,71.14
ORD-00439,Store_Delta,Home & Garden,Furniture,Kolkata,East,Summer,46,55.08,210.98,3711.9,10,0,5000,44,4.3,680.59,-9024.49,-1325.98,0.68
ORD-00440,Store_Delta,Toys,Puzzles,Pune,West,Festive,40,1428.12,442.0,3073.63,5,0,3500,27,4.0,61047.28,43367.28,71.04,61.05
ORD-00441,Store_Epsilon,Sports,Cricket,Chennai,South,Festive,50,1465.14,1297.87,16.62,0,0,2000,19,4.2,67393.41,2499.91,3.71,67.39
ORD-00442,Store_Gamma,Home & Garden,Tools,Bangalore,South,Winter,46,802.56,1141.14,2907.66,30,0,1000,37,4.6,13216.89,-39275.55,-297.16,13.22
ORD-00443,Store_Gamma,Toys,Action,Kolkata,East,Monsoon,44,2200.61,321.05,4764.48,5,1,8000,23,3.7,124581.55,110455.35,88.66,124.58
ORD-00444,Store_Alpha,Grocery,Fresh,Mumbai,West,Summer,44,1852.6,30.0,2898.15,20,0,2000,19,3.1,70746.45,69426.45,98.13,70.75
ORD-00445,Store_Gamma,Home & Garden,Tools,Delhi,North,Monsoon,57,1090.19,907.41,4798.18,5,0,8000,45,4.6,70373.12,18650.75,26.5,70.37
ORD-00446,Store_Beta,Sports,Football,Ahmedabad,West,Summer,48,842.42,681.57,2855.76,25,0,1000,9,3.5,29226.86,-3488.5,-11.94,29.23
ORD-00447,Store_Alpha,Clothing,Accessories,Hyderabad,South,Winter,44,2190.87,872.7,1113.62,20,0,3500,20,3.4,72552.7,34153.9,47.07,72.55
ORD-00448,Store_Beta,Home & Garden,Decor,Mumbai,West,Summer,41,1188.59,1053.86,2480.45,30,0,8000,49,2.7,41044.94,-2163.32,-5.27,41.04
ORD-00449,Store_Epsilon,Clothing,Kids,Chennai,South,Summer,37,1251.02,417.49,2329.88,20,0,1000,36,4.1,52677.17,37230.04,70.68,52.68
ORD-00450,Store_Delta,Toys,Educational,Hyderabad,South,Winter,47,1243.47,627.14,2724.56,15,0,8000,26,2.8,53852.81,24377.23,45.27,53.85
ORD-00451,Store_Epsilon,Grocery,Beverages,Delhi,North,Monsoon,55,2581.86,440.38,1577.62,15,0,2000,47,3.3,126465.07,102244.17,80.85,126.47
ORD-00452,Store_Delta,Electronics,Laptops,Delhi,North,Winter,44,1070.09,454.71,2989.41,30,0,8000,36,4.2,34870.19,14862.95,42.62,34.87
ORD-00453,Store_Epsilon,Grocery,Dairy,Bangalore,South,Summer,45,1185.81,1025.9,2606.09,25,0,2000,17,4.2,31581.18,-14584.32,-46.18,31.58
ORD-00454,Store_Gamma,Home & Garden,Tools,Hyderabad,South,Winter,40,701.36,857.63,4545.43,25,0,2000,42,3.4,35598.38,1293.18,3.63,35.6
ORD-00455,Store_Beta,Clothing,Kids,Bangalore,South,Summer,40,966.3,174.82,1547.72,5,1,1000,30,3.7,55488.14,48495.34,87.4,55.49
ORD-00456,Store_Delta,Clothing,Men,Mumbai,West,Winter,34,581.16,1090.04,3294.8,30,0,5000,21,3.3,24460.0,-12601.36,-51.52,24.46
ORD-00457,Store_Alpha,Sports,Outdoor,Pune,West,Festive,45,713.56,659.97,3493.23,0,1,8000,9,3.5,43922.03,14223.38,32.38,43.92
ORD-00458,Store_Beta,Clothing,Accessories,Pune,West,Festive,40,114.03,1108.47,3929.98,30,0,3500,37,4.0,13864.26,-30474.54,-219.81,13.86
ORD-00459,Store_Alpha,Sports,Football,Pune,West,Winter,35,1728.91,394.1,2563.69,5,1,2000,31,3.5,82853.45,69059.95,83.35,82.85
ORD-00460,Store_Beta,Toys,Board Games,Hyderabad,South,Monsoon,45,1294.05,429.72,3264.96,25,1,5000,9,3.7,72451.44,53114.04,73.31,72.45
ORD-00461,Store_Beta,Electronics,Phones,Pune,West,Summer,48,1343.47,900.68,3423.93,0,0,2000,41,2.9,77530.66,34298.02,44.24,77.53
ORD-00462,Store_Epsilon,Home & Garden,Furniture,Mumbai,West,Festive,56,1168.54,361.42,1021.96,30,1,5000,11,4.5,59301.97,39062.45,65.87,59.3
ORD-00463,Store_Delta,Sports,Cricket,Bangalore,South,Monsoon,36,1243.06,690.05,2606.76,5,1,5000,22,4.1,46584.93,21743.13,46.67,46.58
ORD-00464,Store_Delta,Electronics,Cameras,Hyderabad,South,Summer,48,2171.48,315.97,2960.8,10,0,3500,35,4.3,99494.4,84327.84,84.76,99.49
ORD-00465,Store_Beta,Clothing,Men,Bangalore,South,Festive,47,738.74,643.45,3101.49,10,0,5000,10,4.6,37953.56,7711.41,20.32,37.95
ORD-00466,Store_Gamma,Clothing,Kids,Hyderabad,South,Festive,44,1367.01,787.26,3086.81,0,0,3500,6,3.3,70450.89,35811.45,50.83,70.45
ORD-00467,Store_Gamma,Electronics,Cameras,Bangalore,South,Winter,36,1363.79,806.1,3525.03,15,1,1000,17,3.6,68283.65,39264.05,57.5,68.28
ORD-00468,Store_Alpha,Clothing,Women,Delhi,North,Summer,44,1885.19,654.1,5325.13,0,0,2000,46,2.7,90174.85,61394.45,68.08,90.17
ORD-00469,Store_Alpha,Toys,Puzzles,Bangalore,South,Monsoon,46,1463.19,933.34,2285.49,5,0,3500,15,5.0,84177.54,41243.9,49.0,84.18
ORD-00470,Store_Epsilon,Toys,Action,Pune,West,Monsoon,53,1493.35,859.12,3457.41,20,0,2000,30,3.7,54429.86,8896.5,16.34,54.43
ORD-00471,Store_Beta,Electronics,Phones,Delhi,North,Monsoon,44,445.04,764.25,4561.56,10,0,8000,25,4.4,27820.66,-5806.34,-20.87,27.82
ORD-00472,Store_Alpha,Sports,Cricket,Bangalore,South,Summer,51,714.66,549.66,841.63,20,0,1000,6,3.1,24032.41,-4000.25,-16.65,24.03
ORD-00473,Store_Alpha,Sports,Cricket,Hyderabad,South,Monsoon,33,499.87,1227.3,3321.76,10,0,8000,44,4.4,4571.0,-35929.9,-786.04,4.57
ORD-00474,Store_Beta,Electronics,Phones,Hyderabad,South,Monsoon,43,50.0,954.51,983.54,5,0,8000,24,4.9,1903.61,-39140.32,-2056.11,1.9
ORD-00475,Store_Epsilon,Sports,Outdoor,Ahmedabad,West,Monsoon,45,1438.32,385.56,5622.69,10,0,5000,21,3.8,55028.61,37678.41,68.47,55.03
ORD-00476,Store_Alpha,Sports,Football,Hyderabad,South,Winter,40,1043.02,1059.55,3626.46,0,0,5000,20,3.2,45869.07,3487.07,7.6,45.87
ORD-00477,Store_Epsilon,Toys,Educational,Chennai,South,Winter,50,1439.44,1150.2,3464.51,20,0,8000,46,3.7,63052.52,5542.52,8.79,63.05
ORD-00478,Store_Delta,Sports,Cricket,Mumbai,West,Summer,39,1221.29,767.37,751.95,25,0,5000,9,2.5,45798.99,15871.56,34.65,45.8
ORD-00479,Store_Epsilon,Grocery,Packaged,Hyderabad,South,Summer,32,1344.26,793.97,2394.61,20,0,2000,18,3.8,25944.29,537.25,2.07,25.94
ORD-00480,Store_Gamma,Home & Garden,Furniture,Delhi,North,Monsoon,44,2002.87,30.0,2400.24,5,0,5000,28,4.3,94587.89,93267.89,98.6,94.59
ORD-00481,Store_Gamma,Clothing,Kids,Ahmedabad,West,Winter,59,1204.38,462.62,5119.75,25,0,8000,8,3.8,61758.08,34463.5,55.8,61.76
ORD-00482,Store_Epsilon,Grocery,Beverages,Hyderabad,South,Festive,43,1601.39,1137.48,3875.04,20,0,5000,28,3.6,69131.17,20219.53,29.25,69.13
ORD-00483,Store_Gamma,Sports,Fitness,Chennai,South,Festive,42,1018.65,486.95,1016.49,30,0,5000,13,4.1,28019.04,7567.14,27.01,28.02
ORD-00484,Store_Delta,Toys,Action,Pune,West,Monsoon,52,1694.87,736.06,3563.4,5,0,3500,7,4.2,78413.72,40138.6,51.19,78.41
ORD-00485,Store_Beta,Electronics,Cameras,Delhi,North,Monsoon,49,456.22,456.55,1196.51,30,1,3500,13,2.8,11615.2,-10755.75,-92.6,11.62
ORD-00486,Store_Gamma,Sports,Football,Chennai,South,Winter,31,97.47,892.33,1044.8,15,0,8000,22,3.9,0.0,-27662.23,-2766223.0,0.0
ORD-00487,Store_Gamma,Toys,Educational,Pune,West,Winter,48,2464.0,957.5,3544.11,0,1,2000,40,5.0,156978.68,111018.68,70.72,156.98
ORD-00488,Store_Epsilon,Home & Garden,Tools,Kolkata,East,Winter,54,2301.78,968.19,3893.72,10,1,1000,23,3.0,157489.09,105206.83,66.8,157.49
ORD-00489,Store_Delta,Sports,Football,Kolkata,East,Summer,45,50.0,344.26,3550.5,30,0,1000,28,3.7,2381.14,-13110.56,-550.6,2.38
ORD-00490,Store_Beta,Electronics,Cameras,Delhi,North,Summer,42,1178.33,842.68,5255.5,10,0,8000,8,5.0,57457.21,22064.65,38.4,57.46
ORD-00491,Store_Epsilon,Toys,Puzzles,Bangalore,South,Monsoon,48,1289.95,1430.63,3442.5,10,0,2000,13,4.5,48702.05,-19968.19,-41.0,48.7
ORD-00492,Store_Epsilon,Toys,Board Games,Mumbai,West,Summer,40,1633.78,1099.4,3204.11,15,0,2000,37,3.5,61797.25,17821.25,28.84,61.8
ORD-00493,Store_Delta,Toys,Board Games,Ahmedabad,West,Winter,45,2243.53,837.33,1540.79,0,0,2000,5,3.9,108618.54,70938.69,65.31,108.62
ORD-00494,Store_Beta,Home & Garden,Decor,Mumbai,West,Winter,48,563.15,30.0,4029.14,20,1,3500,39,3.8,21489.91,20049.91,93.3,21.49
ORD-00495,Store_Delta,Sports,Fitness,Chennai,South,Summer,47,595.39,700.26,1018.27,30,0,8000,14,3.4,19484.67,-13427.55,-68.91,19.48
ORD-00496,Store_Beta,Home & Garden,Furniture,Pune,West,Festive,50,1199.3,1458.55,5424.44,20,1,1000,16,3.8,73829.0,901.5,1.22,73.83
ORD-00497,Store_Delta,Clothing,Men,Mumbai,West,Monsoon,54,621.85,1327.44,4044.96,0,0,2000,22,3.6,16177.17,-55504.59,-343.1,16.18
ORD-00498,Store_Epsilon,Clothing,Men,Pune,West,Festive,43,50.0,984.57,6347.76,25,1,8000,18,3.9,22220.89,-20115.62,-90.53,22.22
ORD-00499,Store_Epsilon,Sports,Football,Pune,West,Monsoon,43,1063.66,512.27,3467.19,0,0,1000,14,3.4,53767.6,31739.99,59.03,53.77
ORD-00500,Store_Alpha,Home & Garden,Tools,Chennai,South,Festive,45,1714.53,820.91,4104.2,10,0,3500,14,3.0,81328.59,44387.64,54.58,81.33
ORD-00501,Store_Gamma,Electronics,Tablets,Chennai,South,Summer,46,1187.72,1109.39,2667.39,20,0,5000,22,3.8,44407.43,-6624.51,-14.92,44.41
ORD-00502,Store_Delta,Toys,Educational,Chennai,South,Monsoon,44,1574.43,1176.22,2948.06,0,0,1000,28,4.8,59915.23,8161.55,13.62,59.92
ORD-00503,Store_Alpha,Toys,Educational,Mumbai,West,Monsoon,53,1488.6,925.05,1738.16,20,0,1000,5,3.8,69996.38,20968.73,29.96,70.0
ORD-00504,Store_Gamma,Sports,Football,Kolkata,East,Monsoon,49,583.81,1142.02,1262.75,0,1,1000,34,3.6,36991.76,-18967.22,-51.27,36.99
ORD-00505,Store_Delta,Clothing,Kids,Chennai,South,Winter,49,1240.81,776.52,3227.4,5,0,5000,19,4.3,62857.73,24808.25,39.47,62.86
ORD-00506,Store_Beta,Clothing,Kids,Ahmedabad,West,Winter,50,284.9,758.84,2940.98,30,1,2000,12,3.7,25576.7,-12365.3,-48.35,25.58
ORD-00507,Store_Gamma,Toys,Action,Mumbai,West,Festive,33,892.85,616.43,1708.83,10,0,5000,39,4.9,35177.4,14835.21,42.17,35.18
ORD-00508,Store_Epsilon,Sports,Football,Chennai,South,Summer,42,1230.27,969.81,1921.52,0,1,1000,22,3.8,82841.35,42109.33,50.83,82.84
ORD-00509,Store_Alpha,Home & Garden,Plants,Hyderabad,South,Winter,47,1199.31,1200.14,3038.96,15,0,3500,45,4.2,53701.71,-2704.87,-5.04,53.7
ORD-00510,Store_Gamma,Clothing,Men,Pune,West,Monsoon,51,425.44,1083.38,1688.25,0,0,1000,20,3.3,18700.12,-36552.26,-195.47,18.7
ORD-00511,Store_Gamma,Home & Garden,Plants,Ahmedabad,West,Winter,48,546.6,312.79,3427.97,5,1,3500,25,4.1,34790.82,19776.9,56.85,34.79
ORD-00512,Store_Epsilon,Clothing,Accessories,Chennai,South,Summer,48,1374.58,334.21,1725.49,15,0,8000,19,4.0,61996.41,45954.33,74.12,62.0
ORD-00513,Store_Delta,Clothing,Women,Delhi,North,Winter,60,1696.44,1241.46,3307.03,15,0,3500,9,3.8,99605.84,25118.24,25.22,99.61
ORD-00514,Store_Beta,Grocery,Dairy,Pune,West,Monsoon,39,1075.82,870.63,1619.15,0,0,1000,49,3.5,32649.43,-1305.14,-4.0,32.65
ORD-00515,Store_Epsilon,Clothing,Accessories,Pune,West,Festive,51,1045.78,886.26,1624.18,5,0,5000,11,3.4,53172.61,7973.35,15.0,53.17
ORD-00516,Store_Beta,Electronics,Laptops,Chennai,South,Monsoon,47,1758.77,877.25,165.32,15,0,1000,11,4.0,83387.17,42156.42,50.56,83.39
ORD-00517,Store_Delta,Sports,Cricket,Kolkata,East,Summer,45,736.76,1500.66,2807.67,30,0,1000,31,4.2,25497.77,-42031.93,-164.85,25.5
ORD-00518,Store_Gamma,Sports,Fitness,Bangalore,South,Festive,39,2236.22,621.49,4744.88,10,0,8000,29,3.7,93056.74,68818.63,73.95,93.06
ORD-00519,Store_Beta,Home & Garden,Decor,Kolkata,East,Winter,50,392.84,1246.65,4676.8,25,0,2000,26,4.0,25691.64,-36640.86,-142.62,25.69
ORD-00520,Store_Alpha,Clothing,Women,Chennai,South,Winter,55,1829.1,893.44,3388.88,10,0,1000,17,3.8,103270.65,54131.45,52.42,103.27
ORD-00521,Store_Alpha,Electronics,Tablets,Pune,West,Winter,42,1523.5,159.79,598.78,20,0,8000,21,3.9,45609.69,38898.51,85.29,45.61
ORD-00522,Store_Epsilon,Home & Garden,Furniture,Ahmedabad,West,Festive,45,2646.07,470.06,4012.65,20,0,5000,45,3.7,94834.28,73681.58,77.7,94.83
ORD-00523,Store_Delta,Grocery,Packaged,Delhi,North,Monsoon,57,527.3,557.19,3270.8,5,1,8000,48,3.8,40759.99,9000.16,22.08,40.76
ORD-00524,Store_Epsilon,Home & Garden,Plants,Ahmedabad,West,Festive,56,50.0,1237.24,2512.2,15,1,8000,17,5.0,0.0,-69285.44,-6928544.0,0.0
ORD-00525,Store_Epsilon,Home & Garden,Plants,Ahmedabad,West,Festive,52,1949.67,1290.92,4448.84,10,0,3500,30,4.0,95759.89,28632.05,29.9,95.76
ORD-00526,Store_Epsilon,Clothing,Accessories,Pune,West,Summer,40,317.2,941.54,3738.53,10,1,2000,13,4.2,21904.81,-15756.79,-71.93,21.9
ORD-00527,Store_Alpha,Grocery,Fresh,Kolkata,East,Festive,39,1569.47,590.89,5353.86,25,0,2000,9,4.1,68214.87,45170.16,66.22,68.21
ORD-00528,Store_Alpha,Home & Garden,Decor,Delhi,North,Winter,39,1909.29,435.61,1313.23,5,0,5000,43,3.6,75930.79,58942.0,77.63,75.93
ORD-00529,Store_Epsilon,Electronics,Cameras,Mumbai,West,Monsoon,49,1427.86,1255.03,1407.08,30,0,8000,37,4.6,56088.05,-5408.42,-9.64,56.09
ORD-00530,Store_Alpha,Electronics,Phones,Hyderabad,South,Monsoon,45,1339.31,286.18,1609.22,15,0,5000,8,3.6,62958.24,50080.14,79.55,62.96
